model,comparison,view,delta_accuracy,delta_precision,delta_recall,delta_f1,delta_fpr,delta_fnr
c202236235762e1c871ad0ccb60c8ee5ba337b9a,original_minus_mask_suspicious_cues,mask_suspicious_cues,0.1542042042042041,0.24036144578313245,-0.047257031467557775,0.11200789830926816,-0.4213675213675213,0.04725703146755779
c202236235762e1c871ad0ccb60c8ee5ba337b9a,original_minus_keywords_only,keywords_only,0.061111111111111116,0.058045977011494165,0.07519596864501676,0.06725399432581758,-0.05250447227191413,-0.0751959686450168
